Date_statistics,Number of new cases,c1_school_closing,c2_workplace_closing,c3_cancel_public_events,c4_restrictions_on_gatherings,c5_close_public_transport,c6_stay_at_home_requirements,c7_movement_restriction,c8_international_travel,h1_public_information_campaigns,h2_testing_policy,h3_contact_tracing,h6_facial_coverings,h7_vaccination_policy,h8_protection_of_elderly_people
2021-01-24,3844,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-25,4479,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-26,4162,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-27,4301,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-28,3847,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-29,3825,3,3,2,4,1,2,1,3,2,2,1,2,1,2
2021-01-30,3553,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-01-31,3391,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-01,4067,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-02,3855,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-03,3851,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-04,3627,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-05,3618,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-06,3297,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-07,2971,3,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-08,3477,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-09,3851,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-10,3628,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-11,3503,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-12,3459,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-13,3370,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-14,3490,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-15,4058,2,3,2,4,1,2,1,3,2,2,1,2,2,2
2021-02-16,3651,2,3,2,4,1,2,1,3,2,2,1,2,2,2
